"ftobama","ftblack","ftwhite","fthisp","fthrc","ftsanders","race_white","gender","presjob","econnow","birthyr"
24,50,55,50,3,61,1,1,6,3,1950
78,96,86,95,38,91,1,2,2,2,1975
78,92,75,90,61,94,0,2,2,2,1997
68,50,52,84,76,72,0,2,4,2,1996
60,67,75,68,55,97,1,1,5,3,1972
51,82,78,87,49,87,1,2,4,3,1997
99,97,80,66,83,52,0,2,1,4,1996
0,85,79,78,1,1,1,1,7,3,1989
19,51,52,50,11,84,1,2,6,2,1993
32,49,48,49,1,91,1,2,5,4,1997
1,81,100,89,70,50,1,1,7,2,1962
99,100,70,100,99,96,1,1,1,2,1972
91,100,96,100,91,100,0,2,2,2,1973
97,99,59,65,50,56,0,2,2,3,1992
100,28,50,34,73,62,0,2,1,2,1997
71,70,50,71,0,100,0,1,3,3,1978
62,42,65,61,33,53,1,2,3,3,1959
4,87,76,57,39,63,1,2,6,2,1979
0,90,72,82,1,2,1,2,7,4,1970
92,80,80,71,95,80,1,1,2,3,1944
72,11,59,47,11,28,1,1,4,4,1982
98,40,50,50,85,50,0,1,2,4,1997
89,38,31,22,88,43,0,1,3,2,1983
18,69,63,69,4,24,1,1,7,2,1987
100,22,12,9,4,13,1,1,7,3,1994
1,50,50,50,1,45,1,1,7,5,1990
100,97,100,96,99,91,1,2,1,1,1937
86,84,51,69,94,16,1,1,2,3,1984
75,50,91,94,88,57,0,2,2,1,1978
68,61,64,63,57,58,1,1,3,1,1984
48,89,68,88,55,90,1,2,3,3,1996
4,100,100,80,44,59,1,2,7,3,1981
98,91,88,87,97,54,0,1,1,4,1974
5,80,88,36,4,59,1,1,7,3,1970
84,9,67,43,71,82,1,2,2,2,1993
6,59,59,74,5,50,1,2,7,4,1960
49,49,38,49,2,100,1,1,4,3,1990
100,100,56,60,86,52,0,1,1,2,1987
63,81,74,69,76,54,1,1,4,2,1957
21,71,39,31,39,40,0,1,2,2,1990
50,32,51,52,44,52,0,1,1,2,1975
100,100,74,50,998,73,0,2,4,3,1954
100,98,80,75,100,4,0,2,1,1,1957
50,20,74,74,53,26,0,2,3,3,1988
100,98,63,100,37,99,0,2,1,1,1995
73,80,72,82,60,90,0,1,2,2,1974
19,64,97,17,52,33,1,1,5,3,1968
35,85,86,71,18,69,0,1,6,4,1963
10,17,47,51,12,18,1,1,7,4,1970
86,84,74,81,69,74,1,1,2,2,1990
80,39,99,30,27,100,1,1,2,3,1974
100,90,50,99,80,91,0,2,1,3,1961
82,0,0,79,88,2,0,1,4,2,1988
65,75,63,64,50,77,0,1,3,3,1996
88,50,50,50,50,88,1,2,2,3,1959
2,51,50,51,3,2,1,2,7,5,1988
89,91,87,50,56,57,1,1,2,4,1981
91,53,46,53,84,97,1,2,2,2,1977
92,93,50,51,100,51,0,1,1,3,1976
97,95,90,89,88,97,0,2,2,2,1972
75,74,73,75,47,88,1,2,2,3,1987
96,100,100,100,92,90,0,2,2,4,1982
70,90,89,79,61,50,1,2,3,3,1951
21,60,78,77,36,50,1,2,7,5,1980
25,13,85,11,49,26,1,2,6,4,1980
74,82,68,80,4,56,1,2,3,2,1996
3,58,89,66,13,57,1,2,6,3,1977
26,85,85,85,5,80,1,1,6,3,1959
59,17,22,40,36,34,0,1,3,3,1989
55,55,95,41,31,54,1,1,3,2,1973
90,90,89,91,62,100,1,2,2,2,1987
100,61,41,16,70,50,1,1,1,3,1985
2,75,50,74,0,13,0,1,7,3,1995
31,41,41,39,6,100,0,2,6,3,1987
85,100,99,100,89,90,1,1,2,3,1954
15,85,85,76,44,25,1,2,6,4,1959
53,54,56,54,19,61,1,2,4,3,1962
97,89,51,90,85,83,1,2,2,2,1987
57,88,61,97,70,52,1,2,5,4,1963
60,49,72,42,61,78,1,2,3,3,1925
97,92,91,100,88,80,0,1,2,2,1959
93,77,62,71,64,90,1,2,2,2,1992
5,99,91,94,1,100,1,1,7,3,1991
1,11,95,66,6,81,1,2,7,5,1956
52,61,59,60,30,998,1,2,7,3,1959
30,40,70,41,46,46,1,2,6,4,1952
0,81,85,81,0,41,1,1,7,3,1947
89,45,89,72,60,66,1,1,2,2,1976
90,91,73,95,75,95,1,1,2,3,1970
99,79,100,99,98,100,0,2,1,1,1943
90,89,90,86,31,100,1,1,3,3,1941
1,60,99,61,0,4,1,2,7,4,1931
4,59,66,84,0,52,1,2,7,4,1946
84,56,50,50,70,97,1,1,2,1,1979
86,64,81,67,27,100,1,1,2,4,1988
3,50,50,50,17,5,1,1,7,3,1982
95,68,69,63,73,71,0,2,1,2,1976
86,75,50,50,70,91,1,1,2,2,1956
82,71,52,63,41,100,1,1,2,3,1989
72,50,50,50,19,85,1,2,3,1,1997
100,100,97,93,1,1,1,1,7,3,1984
76,96,52,100,70,98,0,2,2,3,1978
21,99,99,100,51,3,1,2,4,5,1973
46,79,82,78,61,59,1,1,1,1,1966
1,50,50,50,11,15,1,2,7,3,1975
64,100,100,100,84,51,1,1,3,3,1990
4,50,51,50,3,30,1,1,7,4,1976
87,84,0,50,15,100,0,2,2,2,1992
39,71,70,62,20,90,1,2,6,4,1990
96,100,100,100,99,96,1,1,2,4,1954
1,70,60,30,2,19,1,1,7,4,1955
63,60,71,38,13,99,0,2,4,2,1989
54,9,66,27,47,22,1,2,5,4,1960
5,80,99,51,12,3,1,2,7,4,1948
22,50,51,50,9,52,1,1,4,3,1995
64,100,100,100,51,100,0,1,3,3,1983
2,53,50,53,1,29,1,1,7,5,1994
100,100,50,50,94,90,0,2,1,3,1995
31,49,71,65,9,77,0,2,5,4,1982
3,69,83,78,1,54,0,2,7,5,1978
72,37,8,22,13,26,0,2,2,3,1990
86,71,81,87,42,100,1,1,1,1,1944
72,73,42,31,89,68,0,2,3,3,1969
94,52,50,52,38,87,0,2,2,3,1994
100,100,49,10,77,99,0,2,1,1,1980
0,58,61,67,0,26,1,1,7,3,1978
79,66,64,60,38,39,1,1,4,2,1993
88,81,86,100,100,43,0,2,2,2,1958
98,96,49,2,55,87,0,2,2,3,1973
44,68,60,998,61,71,1,2,5,3,1949
68,77,41,81,55,64,1,2,3,5,1987
100,100,65,97,100,11,0,2,1,5,1976
83,39,41,58,0,100,1,1,4,3,1994
0,50,89,61,0,31,1,2,7,3,1954
55,50,50,50,10,90,1,2,3,3,1995
1,80,85,85,30,15,1,1,7,3,1995
88,50,36,64,15,94,0,2,2,3,1997
1,100,98,50,1,71,1,2,7,4,1977
41,65,28,19,6,19,1,2,4,4,1996
31,60,78,71,22,71,1,1,5,2,1987
54,64,82,84,90,57,0,2,3,3,1952
39,25,63,3,39,21,1,1,1,3,1992
99,50,52,51,71,73,0,2,2,3,1978
80,40,100,34,46,82,1,2,2,3,1981
64,62,50,66,84,39,1,1,3,3,1984
2,53,49,7,2,8,1,1,4,3,1977
0,100,0,100,0,60,1,1,7,5,1976
2,44,89,36,2,3,1,2,7,4,1940
94,100,47,100,81,100,1,2,2,1,1983
83,96,98,83,11,98,1,2,3,1,1996
10,47,91,66,5,1,1,1,7,3,1957
100,95,47,90,70,100,1,2,1,1,1990
76,58,59,99,60,99,1,1,1,3,1986
96,77,74,78,63,97,0,2,2,4,1986
19,50,50,50,0,60,1,2,6,5,1991
44,93,87,90,32,57,1,1,3,4,1983
69,89,95,95,50,57,1,2,3,3,1991
59,56,52,52,54,53,1,2,4,3,1981
32,55,69,55,50,74,1,1,3,2,1983
38,100,5,100,1,31,0,2,3,4,1981
89,71,89,99,90,99,0,1,2,5,1971
80,34,71,98,100,75,0,1,4,3,1989
52,52,75,67,59,49,0,1,4,2,1996
50,83,52,66,89,41,1,1,7,2,1978
66,68,56,67,50,100,1,2,2,2,1994
89,100,40,100,30,95,0,2,3,2,1990
66,100,21,100,40,70,1,2,2,3,1992
68,86,78,66,60,81,1,2,3,2,1986
71,97,89,94,45,58,1,2,2,3,1994
51,70,92,72,41,63,0,1,4,2,1986
90,79,95,88,94,84,0,2,2,2,1986
93,75,75,79,81,71,1,1,2,2,1988
78,99,51,100,71,100,1,1,2,2,1983
90,92,52,100,59,100,0,1,2,1,1993
78,64,78,70,72,64,1,2,2,2,1986
0,59,62,39,2,0,1,2,7,5,1937
32,100,100,84,1,87,1,1,6,5,1979
85,99,16,100,0,100,1,1,2,3,1988
72,63,69,73,1,100,1,2,2,3,1971
97,98,55,51,97,0,0,1,2,1,1992
4,50,100,50,0,0,1,1,7,5,1951
0,50,50,50,6,0,1,1,7,4,1977
32,86,99,48,4,4,1,1,4,4,1989
10,83,100,48,3,25,1,1,7,5,1974
3,84,83,90,1,0,1,1,7,4,1937
76,75,62,91,31,100,1,1,3,4,1987
6,100,100,100,1,998,1,2,6,5,1970
56,51,50,53,6,58,1,2,4,3,1967
1,98,100,100,2,15,1,2,7,4,1981
79,91,76,92,72,56,1,1,2,2,1993
14,88,99,95,22,53,1,2,5,3,1989
70,71,100,70,100,48,1,2,1,2,1995
94,78,81,98,99,41,1,2,1,3,1961
56,90,80,81,59,17,0,1,4,3,1973
98,79,29,50,71,20,0,2,1,2,1987
34,70,91,69,21,33,1,2,6,3,1953
100,100,50,100,99,28,0,1,1,1,1972
100,100,100,100,89,61,0,2,1,1,1964
2,10,98,8,9,29,1,1,7,3,1973
25,91,89,88,12,19,1,2,7,5,1942
15,85,85,40,14,32,1,1,6,3,1997
8,15,88,11,3,23,1,1,7,3,1987
86,68,66,87,87,48,0,2,3,3,1991
6,68,99,66,19,41,1,2,7,4,1991
36,18,100,21,58,33,1,2,7,3,1990
25,91,50,90,1,90,1,2,6,3,1993
100,100,100,100,95,61,1,2,1,2,1960
87,98,70,78,69,93,1,2,2,3,1987
87,92,91,97,100,998,0,1,2,4,1965
94,40,50,91,43,49,0,1,2,2,1993
80,52,53,53,55,90,1,2,2,3,1953
75,100,97,100,30,100,1,1,3,2,1980
42,76,75,72,38,93,1,2,5,3,1957
8,39,100,38,16,42,1,2,7,5,1989
2,50,50,41,0,60,1,2,7,3,1994
9,19,93,38,97,9,1,2,4,4,1986
89,58,37,77,60,50,1,2,2,3,1969
87,50,50,50,56,90,1,2,2,3,1993
3,41,88,50,6,56,1,2,7,3,1982
74,94,79,53,77,10,0,1,3,5,1994
22,72,72,71,12,79,1,2,6,3,1962
40,58,35,4,34,12,1,2,7,4,1985
100,72,74,93,99,54,0,2,2,3,1994
0,99,100,19,1,998,1,2,7,4,1973
84,44,78,98,63,47,0,2,3,2,1986
73,85,85,66,60,50,0,1,2,3,1985
50,100,100,1,31,0,1,2,4,3,1979
80,70,60,85,66,100,1,1,2,2,1996
86,90,90,90,70,100,1,2,2,2,1991
60,51,51,50,49,50,1,2,3,2,1993
55,90,99,50,76,50,1,2,5,3,1982
60,50,58,92,48,30,0,2,4,4,1973
12,51,50,53,1,43,1,1,7,4,1976
4,49,88,60,6,7,1,1,7,4,1969
85,78,47,83,76,50,0,2,4,3,1978
31,97,91,97,0,62,1,2,6,2,1994
2,63,71,100,6,3,1,2,7,5,1980
41,100,85,100,30,96,0,1,5,3,1975
42,50,50,50,3,100,1,1,6,3,1977
96,70,60,69,89,60,1,1,1,2,1993
72,72,85,77,75,85,1,1,1,1,1988
75,47,84,54,75,66,1,1,2,3,1954
51,80,80,80,56,50,1,1,5,3,1990
99,83,98,96,99,97,1,1,1,2,1974
4,46,60,90,41,46,0,2,7,2,1987
100,50,50,37,28,52,1,2,1,2,1990
99,99,40,99,20,79,0,1,1,3,1975
27,56,84,51,41,19,1,2,4,3,1979
71,90,87,87,67,96,1,1,2,3,1985
100,90,40,60,89,100,0,2,1,1,1971
91,82,98,86,22,92,1,2,2,3,1987
3,100,31,100,0,100,1,1,5,2,1989
5,46,99,30,0,40,1,2,7,5,1952
44,66,73,71,40,55,1,2,5,4,1991
0,46,66,62,13,55,0,2,7,4,1954
1,4,16,15,1,8,1,2,7,4,1982
21,90,100,85,0,50,1,2,7,5,1984
62,72,72,71,15,93,1,1,3,4,1992
100,100,50,100,69,100,1,2,1,1,1987
54,99,90,95,100,96,1,2,2,3,1979
58,51,53,32,56,16,1,2,3,2,1992
20,94,99,89,8,50,1,2,6,4,1968
44,85,80,86,55,81,0,2,4,4,1990
100,80,82,86,36,100,0,2,1,5,1994
30,72,62,52,19,40,1,2,6,2,1988
98,99,25,1,100,5,0,1,1,3,1985
85,80,76,72,30,91,1,2,2,2,1987
88,97,96,99,80,33,1,2,2,1,1986
14,33,94,9,2,35,1,1,7,5,1977
50,50,48,52,50,52,1,2,4,3,1992
0,69,69,50,0,9,0,2,7,3,1964
34,50,51,50,5,60,1,2,6,3,1986
10,50,50,66,0,0,0,1,7,5,1949
1,65,74,24,1,21,1,2,7,5,1962
47,50,50,50,47,54,1,2,5,2,1989
63,63,61,56,60,100,1,2,3,3,1988
0,86,87,0,0,50,1,2,7,5,1992
41,84,94,71,51,57,1,2,4,4,1995
60,54,57,55,65,55,0,1,3,2,1991
90,85,85,85,79,95,0,2,1,2,1954
20,66,100,77,59,49,1,2,6,4,1991
30,100,100,100,2,40,1,1,6,4,1986
17,82,42,79,31,57,1,1,6,4,1989
0,100,100,100,0,40,1,1,7,3,1985
81,51,50,51,40,98,1,1,2,3,1993
84,100,63,100,72,88,1,1,2,2,1997
70,30,70,45,76,39,0,2,3,3,1991
69,4,51,29,73,12,0,1,2,4,1979
87,76,65,99,99,85,0,2,1,3,1982
100,89,88,100,90,43,0,2,2,2,1986
73,61,50,74,70,40,0,1,2,2,1986
92,89,36,87,26,100,1,2,2,2,1996
100,90,70,86,100,76,0,1,1,1,1965
60,81,99,50,55,50,1,2,3,2,1958
75,91,94,96,24,96,1,1,3,3,1982
0,53,87,53,0,998,1,2,7,4,1992
100,86,86,69,99,52,1,2,2,1,1956
77,57,47,59,52,46,1,1,3,5,1989
53,72,69,57,72,57,0,2,2,2,1996
6,7,7,70,16,4,0,1,3,3,1974
99,4,50,67,100,51,0,1,1,1,1983
1,91,100,84,21,5,1,1,7,5,1988
3,69,91,50,1,3,0,2,7,4,1987
90,64,73,93,66,51,0,1,2,2,1996
38,53,52,51,64,49,1,2,5,4,1981
1,35,99,39,3,50,1,2,7,5,1965
85,96,97,99,97,97,0,1,2,2,1971
91,94,84,96,99,64,0,1,1,4,1960
3,27,65,1,6,3,1,1,7,4,1963
17,100,99,100,7,98,0,1,6,5,1989
83,88,75,79,55,96,1,1,2,2,1985
85,85,85,85,100,90,1,1,2,2,1991
81,89,84,88,36,92,1,1,2,2,1970
31,57,73,16,59,30,1,1,6,4,1952
5,47,100,32,3,51,1,2,7,4,1987
6,51,61,50,11,90,1,2,7,4,1962
56,50,50,50,50,50,0,2,7,5,1980
1,98,94,95,0,87,1,2,1,4,1965
51,52,53,52,32,51,1,1,4,3,1978
17,85,88,84,12,55,1,2,6,3,1951
0,60,65,55,0,0,1,1,7,3,1993
79,98,90,98,90,89,1,2,2,2,1976
90,63,77,68,94,64,1,2,4,3,1924
100,71,70,71,61,85,1,2,1,3,1953
91,91,58,84,58,68,0,1,2,2,1994
0,71,100,65,0,0,1,1,7,4,1969
85,84,80,84,76,89,1,1,2,3,1978
100,89,76,1,100,2,0,2,1,4,1990
87,54,44,52,64,72,1,1,2,2,1994
43,86,89,84,55,52,1,2,5,4,1992
12,16,63,24,1,7,1,2,7,4,1948
71,80,57,82,61,97,1,1,2,2,1991
64,53,86,69,78,64,0,2,5,2,1992
73,100,100,100,22,32,0,2,4,3,1996
93,50,52,50,18,95,1,1,1,1,1982
31,62,99,99,5,60,1,2,5,3,1983
12,56,50,59,12,24,1,2,6,3,1976
2,40,71,46,1,63,1,1,6,4,1984
0,27,100,22,0,0,1,2,7,3,1960
94,50,50,50,94,45,1,1,2,2,1953
35,28,97,33,24,61,1,2,6,2,1955
59,98,100,89,11,5,1,2,3,4,1977
77,35,42,32,84,29,1,1,2,3,1982
9,13,91,45,35,37,1,2,6,3,1981
19,99,96,99,6,82,1,1,6,3,1981
81,94,4,69,65,5,0,1,2,3,1978
33,73,85,72,52,5,0,2,6,3,1963
3,86,51,81,91,87,0,1,2,2,1935
11,9,89,86,38,99,1,2,7,2,1989
50,55,63,97,49,48,0,2,6,3,1965
66,97,78,74,54,100,1,1,3,2,1992
4,72,72,77,3,6,1,2,7,5,1961
100,100,92,98,94,98,1,2,2,2,1986
78,94,100,100,96,96,1,2,1,4,1990
95,84,85,84,84,65,0,1,1,4,1973
90,65,50,80,58,74,1,2,2,2,1990
18,68,71,60,16,35,1,2,6,3,1982
41,55,49,53,51,53,1,1,6,3,1989
36,54,71,72,27,53,1,2,6,3,1975
6,998,42,99,51,998,0,2,7,5,1962
4,74,69,85,2,1,0,1,7,5,1955
99,90,70,91,57,100,1,2,1,1,1989
88,99,99,99,80,96,1,2,2,3,1997
35,50,49,51,37,88,1,2,5,3,1989
29,86,81,86,22,81,1,2,5,3,1985
70,81,70,85,79,61,1,1,2,1,1963
100,100,50,0,100,0,0,2,1,1,1961
37,10,71,4,89,79,1,2,6,4,1976
70,52,49,53,36,74,1,1,2,2,1997
90,75,75,59,70,59,1,1,1,3,1966
40,100,99,100,72,69,1,2,6,3,1985
39,71,81,75,68,59,1,2,5,3,1973
94,94,63,100,20,94,0,2,2,3,1967
100,97,64,79,91,96,0,2,1,1,1975
0,69,90,70,0,50,1,2,7,4,1955
100,88,94,100,100,15,0,2,3,3,1970
82,50,50,50,85,59,1,1,2,3,1955
79,100,70,98,76,10,0,2,4,3,1957
1,0,0,0,0,0,1,2,7,5,1951
66,81,76,63,82,7,1,2,4,3,1980
51,50,51,50,52,43,1,2,2,2,1995
0,50,80,10,0,0,1,1,7,5,1954
73,52,53,53,31,89,1,1,3,2,1990
70,73,57,51,83,53,1,1,3,4,1973
15,77,78,99,3,73,0,1,7,5,1979
1,51,90,55,60,86,1,2,7,3,1957
15,2,99,53,5,54,1,1,7,4,1970
75,5,100,11,100,100,1,1,3,3,1981
94,60,40,61,59,97,1,1,1,2,1952
70,100,100,100,27,40,0,2,3,3,1992
41,86,76,99,56,100,1,2,5,4,1953
98,61,57,22,71,45,1,1,1,5,1988
51,50,17,50,49,68,1,1,4,4,1985
96,91,77,93,94,34,0,2,1,2,1977
17,68,82,86,92,79,1,2,5,4,1958
71,51,50,50,26,95,1,1,2,3,1994
68,70,70,69,70,40,1,1,4,2,1977
77,67,12,100,10,40,0,2,4,5,1978
